3332748,391,316,398,0,0
3332888,342,312,406,0,0
3333028,352,325,408,0,0
3333176,351,323,404,0,0
3333312,356,326,416,0,0
3333456,335,307,390,0,0
3333592,342,309,382,0,0
3333856,343,323,419,0,0
3334788,349,316,388,0,0
3335724,344,321,408,0,0
3336660,347,319,389,0,0
3337596,345,315,388,0,0
3338528,343,315,396,0,0
3339464,344,316,395,0,0
3340400,345,319,395,0,0
3341336,347,316,403,0,0
3342268,344,313,396,0,0
3343204,348,315,391,0,0
3344140,344,319,398,0,0
3346008,347,317,401,0,0
3346944,348,315,398,0,0
3347880,342,311,390,0,0
3348816,348,321,404,0,0
3349748,343,316,395,0,0
3350684,344,316,397,0,0
3351620,348,316,396,0,0
3352552,346,319,401,0,0
3353488,345,320,398,0,0
3354424,339,312,403,0,0
3355360,344,317,396,0,0
3356296,345,321,398,0,0
3357228,343,316,394,0,0
3358164,344,313,391,0,0
3359100,344,317,398,0,0
3360036,348,313,395,0,0
3360968,348,319,397,0,0
3361904,347,318,399,0,0
3362840,350,319,399,0,0
3363772,346,321,390,0,0
3364708,345,319,403,0,0
3365644,339,309,384,0,0
3366580,344,317,401,0,0
3367516,348,316,398,0,0
3368448,346,318,395,0,0
3369384,347,317,399,0,0
3370320,344,316,398,0,0
3371252,342,308,384,0,0
3372188,344,319,393,0,0
3373124,347,319,391,0,0
3374060,339,307,385,0,0
3374992,342,319,398,0,0
3375928,348,313,396,0,0
3376864,350,323,408,0,0
3377800,348,313,391,0,0
3378736,349,315,401,0,0
3379668,343,315,400,0,0
3380604,348,314,388,0,0
3381540,352,323,403,0,0
3382476,340,312,391,0,0
3383408,340,307,409,0,0
3384344,344,318,399,0,0
3385280,350,316,385,0,0
3386212,348,323,399,0,0
3387148,344,315,393,0,0
3388084,348,316,399,0,0
3389020,348,319,398,0,0
3389956,348,312,391,0,0
3390888,350,313,393,0,0
3391824,348,319,399,0,0
3392760,352,323,406,0,0
3393696,350,317,399,0,0
3394628,342,314,390,0,0
3395564,348,318,385,0,0
3396500,344,312,397,0,0
3397432,343,315,393,0,0
3398368,350,324,404,0,0
3399304,348,316,396,0,0
3400240,348,318,395,0,0
3401176,350,315,391,0,0
3402108,348,316,396,0,0
3403044,344,316,403,0,0
3403980,345,318,398,0,0
3404916,342,311,386,0,0
3405848,348,319,399,0,0
3406784,342,316,392,0,0
3407720,343,315,399,0,0
3408652,348,316,398,0,0
3409588,348,321,399,0,0
3411460,347,319,391,0,0
3412396,344,316,401,0,0
3413328,339,312,388,0,0
3414264,347,312,399,0,0
3415200,355,327,408,0,0
3416136,342,316,399,0,0
3417068,343,319,398,0,0
3418004,348,319,396,0,0
3418940,347,318,400,0,0
3419876,344,313,398,0,0
3420808,345,319,403,0,0
3421744,349,315,393,0,0
3422680,344,318,396,0,0
3423616,348,312,395,0,0
3424548,344,316,396,0,0
3425484,344,316,396,0,0
3426420,344,319,400,0,0
3427356,342,313,390,0,0
3428288,342,317,399,0,0
3429224,344,319,400,0,0
3430160,348,319,406,0,0
3431096,352,325,404,0,0
3432028,347,319,403,0,0
3432964,345,313,393,0,0
3433900,350,313,396,0,0
3434836,339,309,414,0,0
3435768,344,321,402,0,0
3436704,344,319,401,0,0
3437640,345,312,385,0,0
3438572,344,319,395,0,0
3439508,348,315,399,0,0
3440444,345,319,396,0,0
3441380,349,315,397,0,0
3442316,347,314,396,0,0
3443248,344,307,403,0,0
3444184,345,315,398,0,0
3445120,334,311,412,0,0
3446056,350,319,399,0,0
3446988,348,318,396,0,0
3447924,344,316,403,0,0
3448860,344,319,401,0,0
3449792,344,319,391,0,0
3450728,344,319,391,0,0
3451664,346,323,399,0,0
3452600,343,315,390,0,0
3453536,344,317,395,0,0
3454468,336,304,408,0,0
3455404,345,318,406,0,0
3456340,348,321,401,0,0
3457276,344,319,395,0,0
3458208,343,318,402,0,0
3459144,344,316,396,0,0
3460080,348,316,404,0,0
3461016,345,316,399,0,0
3461948,343,317,391,0,0
3462884,345,313,394,0,0
3463820,355,331,394,0,0
3464756,335,319,423,0,0
3465688,344,316,396,0,0
3466624,345,316,391,0,0
3467560,348,320,400,0,0
3468496,347,321,396,0,0
3469428,344,312,393,0,0
3470364,349,321,393,0,0
3471300,340,312,390,0,0
3472232,348,321,401,0,0
3473168,347,321,388,0,0
3474104,347,315,398,0,0
3475040,348,321,395,0,0
3476908,348,317,390,0,0
3477844,350,319,401,0,0
3478780,342,313,391,0,0
3479716,351,323,406,0,0
3480648,353,319,402,0,0
3481584,351,316,391,0,0
3482520,350,312,391,0,0
3483456,343,316,400,0,0
3484388,342,315,389,0,0
3485324,344,315,396,0,0
3486260,343,321,403,0,0
3487196,349,316,385,0,0
3488128,348,319,397,0,0
3489064,345,316,388,0,0
3490000,347,319,399,0,0
3490936,348,314,396,0,0
3491868,347,313,393,0,0
3492804,348,319,399,0,0
3493740,344,316,403,0,0
3494676,344,307,401,0,0
3495608,351,323,400,0,0
3496544,342,313,396,0,0
3497480,344,316,391,0,0
3498416,348,323,408,0,0
3499348,344,315,390,0,0
3500284,342,312,391,0,0
3501220,348,319,399,0,0
3502156,343,318,401,0,0
3503088,342,315,391,0,0
3504024,348,313,403,0,0
3504960,350,315,384,0,0
3505892,348,317,391,0,0
3506828,350,318,393,0,0
3507764,349,319,396,0,0
3508700,347,312,396,0,0
3509636,344,313,399,0,0
3510568,350,319,399,0,0
3511504,343,318,401,0,0
3512440,347,318,399,0,0
3513376,344,311,379,0,0
3514308,337,319,415,0,0
3515244,342,308,385,0,0
3516180,348,323,408,0,0
3517116,344,317,398,0,0
3518048,343,316,389,0,0
3518984,344,313,395,0,0
3519920,349,321,401,0,0
3520856,344,319,391,0,0
3521788,347,319,400,0,0
3522724,348,318,393,0,0
3523660,344,317,393,0,0
3524592,341,307,399,0,0
3525528,344,317,388,0,0
3526464,348,312,391,0,0
3527400,348,319,402,0,0
3528336,352,323,399,0,0
3529268,347,320,396,0,0
3530204,344,316,391,0,0
3531140,348,323,402,0,0
3532076,350,323,407,0,0
3533008,348,316,401,0,0
3533944,343,316,396,0,0
3534880,344,315,388,0,0
3535812,347,315,400,0,0
3536748,348,319,399,0,0
3537684,351,321,399,0,0
3538620,348,321,391,0,0
3539556,349,316,403,0,0
3540488,349,318,397,0,0
3541424,348,312,391,0,0
3542360,348,313,392,0,0
3543296,350,313,391,0,0
3544228,335,311,415,0,0
3545164,353,327,384,0,0
3546100,348,316,391,0,0
3547036,344,312,396,0,0
3547968,348,321,404,0,0
3548904,350,320,403,0,0
3549840,344,312,399,0,0
3550776,343,315,388,0,0
3551708,348,321,399,0,0
3552644,348,318,391,0,0
3553580,344,316,403,0,0
3554516,341,313,387,0,0
3555448,344,312,392,0,0
3556384,344,319,391,0,0
3557320,344,313,390,0,0
3558252,342,313,393,0,0
3559188,348,319,396,0,0
3560124,348,319,391,0,0
3561060,345,316,396,0,0
3561996,347,316,396,0,0
3562928,351,319,389,0,0
3563864,339,321,417,0,0
3564800,335,307,411,0,0
3565736,348,316,385,0,0
3566668,347,323,388,0,0
3567604,344,313,398,0,0
3568540,348,319,399,0,0
