3412808,392,315,392,0,0
3412952,348,316,396,0,0
3413092,344,312,391,0,0
3413228,348,319,399,0,0
3413368,344,312,401,0,0
3413504,350,314,398,0,0
3413652,344,311,385,0,0
3413916,347,310,393,0,0
3414848,351,313,399,0,0
3415784,350,316,397,0,0
3416720,342,310,408,0,0
3417656,347,313,388,0,0
3418588,359,319,374,0,0
3419524,344,310,388,0,0
3420460,344,308,387,0,0
3421396,348,313,398,0,0
3422328,354,318,401,0,0
3423264,344,312,396,0,0
3424200,350,315,391,0,0
3425136,351,310,393,0,0
3426068,347,312,396,0,0
3427004,350,310,396,0,0
3427940,351,308,396,0,0
3428876,347,312,391,0,0
3429808,348,312,393,0,0
3430744,348,315,396,0,0
3431680,345,310,397,0,0
3432616,347,314,391,0,0
3433548,350,315,398,0,0
3434484,342,313,397,0,0
3435420,348,318,403,0,0
3436356,355,319,403,0,0
3437288,355,305,374,0,0
3438224,336,304,404,0,0
3439160,352,318,395,0,0
3440096,346,312,399,0,0
3441028,352,308,387,0,0
3441964,345,316,402,0,0
3442900,347,316,391,0,0
3443836,345,310,399,0,0
3444768,348,313,392,0,0
3445704,348,312,387,0,0
3446640,348,319,382,0,0
3447576,348,308,391,0,0
3448508,345,312,387,0,0
3449444,348,315,391,0,0
3450380,349,309,395,0,0
3451316,346,313,399,0,0
3452248,349,316,403,0,0
3453184,344,313,396,0,0
3454120,350,313,388,0,0
3455056,349,313,393,0,0
3455988,345,312,396,0,0
3456924,344,318,385,0,0
3457860,353,312,404,0,0
3458796,351,311,393,0,0
3459728,344,311,391,0,0
3460664,344,312,399,0,0
3461600,352,313,393,0,0
3462536,347,311,391,0,0
3463468,344,312,391,0,0
3464404,344,308,385,0,0
3465340,344,309,393,0,0
3466276,348,312,393,0,0
3467208,345,318,390,0,0
3468144,352,312,390,0,0
3469080,350,313,387,0,0
3470016,344,316,399,0,0
3470948,345,310,384,0,0
3471884,343,305,385,0,0
3472820,348,316,399,0,0
3473756,344,316,396,0,0
3474688,348,312,385,0,0
3475624,351,311,389,0,0
3476560,347,308,384,0,0
3477496,350,313,401,0,0
3478428,347,312,395,0,0
3479364,345,312,399,0,0
3480300,352,312,388,0,0
3481236,350,312,390,0,0
3482168,349,315,394,0,0
3483104,346,317,401,0,0
3484040,352,312,391,0,0
3484976,348,312,393,0,0
3485908,340,307,384,0,0
3486844,351,308,376,0,0
3487780,344,306,385,0,0
3488716,342,321,412,0,0
3489648,348,310,391,0,0
3490584,350,316,398,0,0
3491520,345,315,395,0,0
3492456,345,312,400,0,0
3493388,348,313,391,0,0
3494324,345,311,391,0,0
3495260,351,310,396,0,0
3496196,351,316,401,0,0
3497128,348,318,387,0,0
3498064,347,315,391,0,0
3499000,342,310,391,0,0
3499936,344,312,397,0,0
3500868,347,312,399,0,0
3501804,352,311,391,0,0
3502740,343,310,391,0,0
3503676,350,321,408,0,0
3504608,345,314,391,0,0
3505544,350,312,385,0,0
3506480,348,304,379,0,0
3507416,340,311,403,0,0
3508348,344,316,391,0,0
3509284,346,307,388,0,0
3510220,348,314,393,0,0
3511156,344,312,396,0,0
3512088,350,312,387,0,0
3513024,347,310,397,0,0
3513960,350,316,391,0,0
3514896,347,318,396,0,0
3515828,348,310,390,0,0
3516764,335,302,391,0,0
3517700,347,311,399,0,0
3518636,340,307,388,0,0
3519568,345,310,393,0,0
3520504,345,307,393,0,0
3521440,347,314,399,0,0
3522376,347,315,391,0,0
3523308,350,315,401,0,0
3524244,345,315,399,0,0
3525180,348,318,396,0,0
3526116,349,308,392,0,0
3527048,352,312,401,0,0
3527984,345,316,388,0,0
3528920,344,316,401,0,0
3529856,348,310,387,0,0
3530788,344,310,386,0,0
3531724,345,313,398,0,0
3532660,347,310,398,0,0
3533596,348,316,396,0,0
3534528,345,313,398,0,0
3535464,344,313,396,0,0
3536400,344,313,398,0,0
3537336,348,315,399,0,0
3538268,338,302,399,0,0
3539204,352,316,395,0,0
3540140,347,313,403,0,0
3541076,345,316,393,0,0
3542008,347,312,391,0,0
3542944,347,313,398,0,0
3543880,350,316,396,0,0
3544816,345,313,393,0,0
3545748,345,308,390,0,0
3546684,345,311,388,0,0
3547620,351,311,400,0,0
3548556,351,311,393,0,0
3549488,348,307,388,0,0
3550424,348,308,396,0,0
3551360,349,315,399,0,0
3552296,347,311,391,0,0
3553228,347,315,401,0,0
3554164,345,307,384,0,0
3555100,345,310,385,0,0
3556036,355,316,400,0,0
3556968,354,317,376,0,0
3557904,353,303,390,0,0
3558840,344,311,385,0,0
3559776,349,315,399,0,0
3560708,347,315,398,0,0
3561644,351,315,397,0,0
3562580,349,313,391,0,0
3563516,344,307,390,0,0
3564448,344,311,391,0,0
3565384,345,307,392,0,0
3566320,344,313,387,0,0
3567256,353,319,403,0,0
3568188,342,312,408,0,0
3569124,345,307,387,0,0
3570060,351,314,399,0,0
3570996,344,310,391,0,0
3571928,351,315,385,0,0
3572864,344,311,393,0,0
3573800,352,309,396,0,0
3574736,348,312,387,0,0
3575668,348,316,403,0,0
3576604,342,307,399,0,0
3577540,350,307,401,0,0
3578476,344,311,406,0,0
3579408,345,307,387,0,0
3580344,345,312,399,0,0
3581280,347,308,391,0,0
3582216,345,307,386,0,0
3583148,345,312,386,0,0
3584084,350,310,387,0,0
3585020,347,316,387,0,0
3585956,350,319,403,0,0
3586888,349,312,387,0,0
3587824,348,312,412,0,0
3588760,339,300,391,0,0
3589696,347,307,384,0,0
3590628,348,315,399,0,0
3591564,346,313,390,0,0
3592500,345,312,397,0,0
3593436,348,319,394,0,0
3594368,352,316,391,0,0
3595304,347,306,388,0,0
3596240,348,313,399,0,0
3597176,344,311,398,0,0
3598108,347,319,393,0,0
3599044,351,315,396,0,0
3599980,344,312,391,0,0
3600916,348,307,391,0,0
3601848,353,318,399,0,0
3602784,344,310,387,0,0
3603720,347,313,398,0,0
3604656,351,312,393,0,0
3605588,350,312,390,0,0
3606524,340,304,387,0,0
3607460,350,313,396,0,0
3608396,344,311,396,0,0
3609328,345,312,391,0,0
3610264,352,312,388,0,0
3611200,350,312,392,0,0
3612136,345,309,391,0,0
3613068,351,310,395,0,0
3614004,348,315,400,0,0
3614940,348,307,387,0,0
3615876,350,316,399,0,0
3616808,348,299,375,0,0
3617744,346,302,372,0,0
3618680,348,310,396,0,0
3619616,342,303,383,0,0
3620548,348,315,399,0,0
3621484,342,307,389,0,0
3622420,344,305,387,0,0
3623356,355,316,401,0,0
3624288,351,307,388,0,0
3625224,352,314,396,0,0
3626160,345,312,399,0,0
