2.922408000000000000e+06,6.378226370957771678e+02
2.922556000000000000e+06,6.310948213116195120e+02
2.922692000000000000e+06,6.252790384294056594e+02
2.922832000000000000e+06,6.207885574154392998e+02
2.922968000000000000e+06,6.179181407576216998e+02
2.923116000000000000e+06,6.168481774113505480e+02
2.923252000000000000e+06,6.175563069450281546e+02
2.923512000000000000e+06,6.197229331565829398e+02
2.924448000000000000e+06,6.227355564084647312e+02
2.925384000000000000e+06,6.258157294718292860e+02
2.926320000000000000e+06,6.282101575730773675e+02
2.927252000000000000e+06,6.293691543160909987e+02
2.928188000000000000e+06,6.290655654737678333e+02
2.929124000000000000e+06,6.274389640410598759e+02
2.930060000000000000e+06,6.249612279146800802e+02
2.930992000000000000e+06,6.223211766798193594e+02
2.931928000000000000e+06,6.202380865077647059e+02
2.932864000000000000e+06,6.192423347350288623e+02
2.933800000000000000e+06,6.194910979363709203e+02
2.934732000000000000e+06,6.206944978738861209e+02
2.935668000000000000e+06,6.221986551035281536e+02
2.936604000000000000e+06,6.232124482958262206e+02
2.937540000000000000e+06,6.230995243931301957e+02
2.938472000000000000e+06,6.216200163455145002e+02
2.939408000000000000e+06,6.190216254158782476e+02
2.940344000000000000e+06,6.159443485783693859e+02
2.941280000000000000e+06,6.131847005291474488e+02
2.942212000000000000e+06,6.114213017890473338e+02
2.943148000000000000e+06,6.110096099773535343e+02
2.944084000000000000e+06,6.119140374196176708e+02
2.945020000000000000e+06,6.137840172407870796e+02
2.945952000000000000e+06,6.161234596851606966e+02
2.946888000000000000e+06,6.184724518935837523e+02
2.947824000000000000e+06,6.205273789444039494e+02
2.948760000000000000e+06,6.221650385547884525e+02
2.949692000000000000e+06,6.233854834381535284e+02
2.950628000000000000e+06,6.242218771609699388e+02
2.951564000000000000e+06,6.246707131451387340e+02
2.952500000000000000e+06,6.246757825183491377e+02
2.953432000000000000e+06,6.241674436787683362e+02
2.954368000000000000e+06,6.231306792292631371e+02
2.955304000000000000e+06,6.216633461011019790e+02
2.956240000000000000e+06,6.199928799210778152e+02
2.957172000000000000e+06,6.184386020428936490e+02
2.958108000000000000e+06,6.173280282824937331e+02
2.959044000000000000e+06,6.168931615871117629e+02
2.959980000000000000e+06,6.171834238155504408e+02
2.960912000000000000e+06,6.180319174503406430e+02
2.961848000000000000e+06,6.190976759878403755e+02
2.962784000000000000e+06,6.199793467114698160e+02
2.963720000000000000e+06,6.203636961433659280e+02
2.964652000000000000e+06,6.201500968167642895e+02
2.965588000000000000e+06,6.194939661656809449e+02
2.966524000000000000e+06,6.187429492234854251e+02
2.967460000000000000e+06,6.182896522550819327e+02
2.968392000000000000e+06,6.184096128164427455e+02
2.969328000000000000e+06,6.191636765112664307e+02
2.970264000000000000e+06,6.204070346705753991e+02
2.971200000000000000e+06,6.218839579430141384e+02
2.972132000000000000e+06,6.233420964685070658e+02
2.973068000000000000e+06,6.246034959530334163e+02
2.974004000000000000e+06,6.255717481764568220e+02
2.974940000000000000e+06,6.261988292545605646e+02
2.975872000000000000e+06,6.264506328228999337e+02
2.976808000000000000e+06,6.262951689126819019e+02
2.977744000000000000e+06,6.257130998388885246e+02
2.978680000000000000e+06,6.247180986417120039e+02
2.979612000000000000e+06,6.233776710818518723e+02
2.980548000000000000e+06,6.218297528033176604e+02
2.981484000000000000e+06,6.202845940177971897e+02
2.982420000000000000e+06,6.189926387316419323e+02
2.983352000000000000e+06,6.181677893244122970e+02
2.984288000000000000e+06,6.178877372366638383e+02
2.985224000000000000e+06,6.180260229819604092e+02
2.986160000000000000e+06,6.182718688964924922e+02
2.987092000000000000e+06,6.182539099981047457e+02
2.988028000000000000e+06,6.177248778295032707e+02
2.988964000000000000e+06,6.167217645702284017e+02
2.989900000000000000e+06,6.156155124128774787e+02
2.990832000000000000e+06,6.150089551777019778e+02
2.991768000000000000e+06,6.155116763967225779e+02
2.992704000000000000e+06,6.174810292823869986e+02
2.993640000000000000e+06,6.208385147619144391e+02
2.994572000000000000e+06,6.250407616237483808e+02
2.995508000000000000e+06,6.292206303062238248e+02
2.996444000000000000e+06,6.324456832829710038e+02
2.997380000000000000e+06,6.339966075984735880e+02
2.998312000000000000e+06,6.335652392722606692e+02
2.999248000000000000e+06,6.313117303386395633e+02
3.000184000000000000e+06,6.277829146070102979e+02
3.001120000000000000e+06,6.237444314518402280e+02
3.002052000000000000e+06,6.199914361220354522e+02
3.002988000000000000e+06,6.171813642557870025e+02
3.003924000000000000e+06,6.157073357444639896e+02
3.004860000000000000e+06,6.156258701053910727e+02
3.005792000000000000e+06,6.166611041793792083e+02
3.006728000000000000e+06,6.183034124196016137e+02
3.007664000000000000e+06,6.199875435633572351e+02
3.008600000000000000e+06,6.212886547836739055e+02
3.009532000000000000e+06,6.220502928467362835e+02
3.010468000000000000e+06,6.223836449626176091e+02
3.011404000000000000e+06,6.225435134795840213e+02
3.012340000000000000e+06,6.227527038889384130e+02
3.013272000000000000e+06,6.230713573939310663e+02
3.014208000000000000e+06,6.233778199136193052e+02
3.015144000000000000e+06,6.234628981175544595e+02
3.016080000000000000e+06,6.231774566751457769e+02
3.017012000000000000e+06,6.225469407495545511e+02
3.017948000000000000e+06,6.217870266183108470e+02
3.018884000000000000e+06,6.212093153246356678e+02
3.019820000000000000e+06,6.210659049014303719e+02
3.020752000000000000e+06,6.214160910869594545e+02
3.021688000000000000e+06,6.220889355539172811e+02
3.022624000000000000e+06,6.227652448139627950e+02
3.023560000000000000e+06,6.231373498943512459e+02
3.024492000000000000e+06,6.230617806185792915e+02
3.025428000000000000e+06,6.226245543017537329e+02
3.026364000000000000e+06,6.220885251657122126e+02
3.027300000000000000e+06,6.217568582762326059e+02
3.028232000000000000e+06,6.218288034424715534e+02
3.029168000000000000e+06,6.223215712994582418e+02
3.030104000000000000e+06,6.230897175223002478e+02
3.031040000000000000e+06,6.239178536999162361e+02
3.031972000000000000e+06,6.246266936030318675e+02
3.032908000000000000e+06,6.251351152075919799e+02
3.033844000000000000e+06,6.254553411371020957e+02
3.034780000000000000e+06,6.256394350885914264e+02
3.035712000000000000e+06,6.257185134709048953e+02
3.036648000000000000e+06,6.256720150377744858e+02
3.037584000000000000e+06,6.254404490499836129e+02
3.038520000000000000e+06,6.249676110383097694e+02
3.039452000000000000e+06,6.242429758717927371e+02
3.040388000000000000e+06,6.233187409672126478e+02
3.041324000000000000e+06,6.222938116944990270e+02
3.042260000000000000e+06,6.212771153031425229e+02
3.043192000000000000e+06,6.203541741043400179e+02
3.044128000000000000e+06,6.195773629494150327e+02
3.045064000000000000e+06,6.189822838516553247e+02
3.046000000000000000e+06,6.186116801724625702e+02
3.046932000000000000e+06,6.185216078841535818e+02
3.047868000000000000e+06,6.187597302515420097e+02
3.048804000000000000e+06,6.193305775867012244e+02
3.049740000000000000e+06,6.201751092552957516e+02
3.050672000000000000e+06,6.211805307062151087e+02
3.051608000000000000e+06,6.222124433982121445e+02
3.052548000000000000e+06,6.231475476213618094e+02
3.053480000000000000e+06,6.238911671084504178e+02
3.054412000000000000e+06,6.243790414494540073e+02
3.055348000000000000e+06,6.245715185628179142e+02
3.056284000000000000e+06,6.244474695742723043e+02
3.057220000000000000e+06,6.240031689408535840e+02
3.058152000000000000e+06,6.232629156913403676e+02
3.059088000000000000e+06,6.223064796420916309e+02
3.060024000000000000e+06,6.213038980458391052e+02
3.060960000000000000e+06,6.205258869288180676e+02
3.061892000000000000e+06,6.202914643278454605e+02
3.062828000000000000e+06,6.208429703789388441e+02
3.063764000000000000e+06,6.221927140526378253e+02
3.064700000000000000e+06,6.240268101497683801e+02
3.065632000000000000e+06,6.257438074882168166e+02
3.066568000000000000e+06,6.266436593824460033e+02
3.067504000000000000e+06,6.261990817055285561e+02
3.068440000000000000e+06,6.242866488345265452e+02
3.069372000000000000e+06,6.212655769398973007e+02
3.070308000000000000e+06,6.178653777355326611e+02
3.071244000000000000e+06,6.149364776326000310e+02
3.072180000000000000e+06,6.131760796300865195e+02
3.073112000000000000e+06,6.129372992284520478e+02
3.074056000000000000e+06,6.141765111414325702e+02
